fecha,nuevas,suspendidas,reingresos,actividad,delta,saldo
2014-11-27,1,0,0,C1071,0,161
2015-01-30,1,0,0,C1071,0,162
2015-05-05,1,0,0,C1071,0,163
2015-05-12,1,0,0,C1071,0,164
2015-11-06,1,0,0,C1071,0,165
2016-01-25,1,0,0,C1071,0,166
2016-02-16,1,0,0,C1071,0,167
2016-03-15,1,0,0,C1071,0,168
2016-03-16,1,0,0,C1071,0,169
2016-03-31,1,0,0,C1071,0,170
2016-04-08,1,0,0,C1071,0,171
2016-07-20,1,0,0,C1071,0,172
2016-07-27,1,0,0,C1071,0,173
2016-08-02,1,0,0,C1071,0,174
2016-08-15,1,0,0,C1071,0,175
2016-10-19,1,0,0,C1071,0,176
2016-11-23,1,0,0,C1071,0,177
2017-02-02,2,0,0,C1071,0,179
2017-03-22,1,0,0,C1071,0,180
2017-05-22,1,0,0,C1071,0,181
2017-05-25,1,0,0,C1071,0,182
2017-06-20,1,0,0,C1071,0,183
2017-08-03,1,0,0,C1071,0,184
2017-09-19,1,0,0,C1071,0,185
2017-10-04,1,0,0,C1071,0,186
2017-10-17,1,0,0,C1071,0,187
2017-11-09,1,0,0,C1071,0,188
2018-01-24,1,0,0,C1071,0,189
2018-01-31,1,0,0,C1071,0,190
2018-03-01,1,0,0,C1071,0,191
2018-06-27,1,0,0,C1071,0,192
2018-06-28,1,0,0,C1071,0,193
2018-08-30,1,0,0,C1071,0,194
2018-11-28,1,0,0,C1071,0,195
2019-01-07,1,0,0,C1071,0,196
2019-02-04,1,0,0,C1071,0,197
2019-02-21,1,0,0,C1071,0,198
2019-03-20,1,0,0,C1071,0,199
2019-04-09,1,0,0,C1071,0,200
2019-04-22,1,0,0,C1071,0,201
2019-06-07,1,0,0,C1071,0,202
2019-07-16,1,0,0,C1071,0,203
2019-09-17,1,0,0,C1071,0,204
2020-02-04,1,0,0,C1071,0,205
2020-07-02,1,0,0,C1071,0,206
2020-09-11,1,0,0,C1071,0,207
2020-11-17,1,0,0,C1071,0,208
2020-11-25,1,0,0,C1071,0,209
2020-12-10,1,0,0,C1071,0,210
2020-12-11,1,0,0,C1071,0,211
2021-01-12,1,0,0,C1071,0,212
2021-01-13,1,0,0,C1071,0,213
2021-03-09,1,0,0,C1071,0,214
2021-03-22,1,0,0,C1071,0,215
2021-05-21,1,0,0,C1071,0,216
2021-05-31,1,0,0,C1071,0,217
2021-07-08,1,0,0,C1071,0,218
2021-08-11,1,0,0,C1071,0,219
2021-09-30,1,0,0,C1071,0,220
2021-10-21,1,0,0,C1071,0,221
2021-10-28,1,0,0,C1071,0,222
2021-12-16,1,0,0,C1071,0,223
2022-01-12,1,0,0,C1071,0,224
2022-01-21,1,0,0,C1071,0,225
2022-01-25,1,0,0,C1071,0,226
2022-02-11,1,0,0,C1071,0,227
2022-03-21,1,0,0,C1071,0,228
2022-04-04,1,0,0,C1071,0,229
2022-04-18,1,0,0,C1071,0,230
2022-06-27,1,0,0,C1071,0,231
2022-08-05,1,0,0,C1071,0,232
2022-08-30,1,0,0,C1071,0,233
2022-09-08,1,0,0,C1071,0,234
2022-09-13,1,0,0,C1071,0,235
2022-10-01,1,0,0,C1071,0,236
2022-10-27,2,0,0,C1071,0,238
2022-12-30,1,0,0,C1071,0,239
2023-01-04,1,0,0,C1071,0,240
2023-01-09,1,0,0,C1071,0,241
2023-01-13,1,0,0,C1071,0,242
2023-01-17,1,0,0,C1071,0,243
2023-02-20,1,0,0,C1071,0,244
2023-02-27,1,0,0,C1071,0,245
2023-03-28,2,0,0,C1071,0,247
2023-04-24,1,0,0,C1071,0,248
2023-05-18,1,0,0,C1071,0,249
2023-06-09,1,0,0,C1071,0,250
2023-07-18,1,0,0,C1071,0,251
2023-08-08,1,0,0,C1071,0,252
2023-08-24,1,0,0,C1071,0,253
2023-08-28,1,0,0,C1071,0,254
2023-09-19,1,0,0,C1071,0,255
